Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,WeekStatus,Day_of_week,Load_Type
32.04,10.94,0,94.64,100,Weekday,Monday,Medium_Load
4.18,3.46,0.07,77.03,99.99,Weekday,Friday,Light_Load
3.02,5.51,0,48.06,100,Weekend,Saturday,Light_Load
3.64,0,16.7,100,21.3,Weekend,Sunday,Light_Load
45.83,11.09,0,97.19,100,Weekday,Friday,Maximum_Load
2.92,0,10.91,100,25.85,Weekday,Monday,Light_Load
25.31,9.86,0,93.18,100,Weekend,Saturday,Maximum_Load
98.28,41.98,0,91.96,100,Weekday,Thursday,Maximum_Load
3.1,0,16.6,100,18.36,Weekday,Wednesday,Medium_Load
106.74,42.41,0,92.93,100,Weekday,Thursday,Medium_Load
2.77,0,10.55,100,25.4,Weekday,Monday,Light_Load
41.18,15.19,0,93.82,100,Weekday,Friday,Maximum_Load
47.77,1.84,4,99.93,99.65,Weekend,Saturday,Maximum_Load
7.88,0,12.35,100,53.79,Weekday,Thursday,Medium_Load
43.67,13.18,0,95.73,100,Weekday,Monday,Maximum_Load
53.75,39.89,0,80.3,100,Weekday,Thursday,Maximum_Load
92.38,25.16,0.14,96.49,100,Weekday,Friday,Medium_Load
3.1,0,17.1,100,17.84,Weekend,Sunday,Light_Load
3.31,3.71,0,66.57,100,Weekday,Tuesday,Light_Load
39.53,5.94,1.37,98.89,99.94,Weekend,Saturday,Medium_Load
5,0,26.71,100,18.4,Weekday,Tuesday,Medium_Load
39.82,3.92,0.58,99.52,99.99,Weekday,Thursday,Medium_Load
3.38,2.48,0.04,80.63,99.99,Weekend,Sunday,Light_Load
39.53,16.31,0.72,92.44,99.98,Weekday,Friday,Medium_Load
4.57,4.46,0,71.57,100,Weekday,Thursday,Light_Load
47.66,35.53,0,80.17,100,Weekday,Friday,Maximum_Load
68.04,46.08,0,82.8,100,Weekday,Thursday,Medium_Load
2.81,0,7.2,100,36.36,Weekend,Sunday,Light_Load
27.72,0,9.18,100,94.93,Weekday,Friday,Medium_Load
39.28,30.1,0,79.37,100,Weekend,Saturday,Light_Load
40.64,6.44,0.04,98.77,100,Weekday,Wednesday,Medium_Load
3.28,5.15,0,53.72,100,Weekday,Monday,Light_Load
6.88,0,23.76,100,27.81,Weekend,Saturday,Medium_Load
3.71,3.49,0,72.84,100,Weekday,Thursday,Light_Load
36.47,17.64,0.76,90.02,99.98,Weekday,Wednesday,Medium_Load
46.44,46.91,0,70.35,100,Weekday,Thursday,Light_Load
70.81,29.34,0,92.38,100,Weekday,Wednesday,Maximum_Load
71.68,25.88,0,94.06,100,Weekend,Saturday,Maximum_Load
5.83,5.98,0,69.81,100,Weekend,Sunday,Light_Load
88.16,23.51,0,96.62,100,Weekday,Monday,Maximum_Load
2.74,5.4,0,45.25,100,Weekday,Monday,Light_Load
3.28,4.72,0,57.07,100,Weekend,Saturday,Light_Load
2.77,3.96,0,57.32,100,Weekend,Sunday,Light_Load
2.84,4.25,0,55.56,100,Weekday,Monday,Light_Load
104.47,41.83,0,92.83,100,Weekend,Saturday,Maximum_Load
2.99,5.76,0,46.07,100,Weekday,Friday,Light_Load
5.54,8.14,0,56.26,100,Weekend,Saturday,Light_Load
29.48,8.42,0,96.15,100,Weekend,Sunday,Maximum_Load
51.55,31.93,0,85.01,100,Weekend,Saturday,Light_Load
47.7,29.34,0,85.18,100,Weekday,Tuesday,Medium_Load
5.44,0,21.2,100,24.86,Weekday,Tuesday,Medium_Load
4.21,0,26.6,100,15.63,Weekday,Friday,Medium_Load
5.69,3.64,4,84.24,81.81,Weekday,Monday,Medium_Load
5.44,3.6,0,83.39,100,Weekend,Sunday,Maximum_Load
3.1,5.9,0,46.51,100,Weekend,Sunday,Light_Load
3.31,0,19.62,100,16.64,Weekend,Sunday,Light_Load
2.92,4.28,0,56.36,100,Weekday,Wednesday,Light_Load
3.1,5.15,0,51.57,100,Weekday,Friday,Light_Load
2.95,0,11.34,100,25.18,Weekend,Sunday,Light_Load
3.35,0,5.87,100,49.57,Weekday,Monday,Light_Load
3.56,4.54,0,61.71,100,Weekday,Thursday,Light_Load
3.24,2.63,0,77.64,100,Weekday,Friday,Light_Load
28.33,0,13.07,100,90.8,Weekday,Thursday,Medium_Load
3.46,4.54,0,60.61,100,Weekend,Sunday,Light_Load
41,15.19,3.42,93.77,99.65,Weekday,Thursday,Maximum_Load
2.92,5.76,0,45.22,100,Weekday,Wednesday,Light_Load
2.77,5.62,0,44.21,100,Weekend,Sunday,Medium_Load
5.04,3.2,0.47,84.42,99.57,Weekday,Wednesday,Maximum_Load
113.18,67.18,0,85.99,100,Weekday,Thursday,Maximum_Load
66.24,33.73,0,89.11,100,Weekday,Thursday,Medium_Load
2.95,0,14.44,100,20.02,Weekend,Saturday,Medium_Load
110.77,40.79,0,93.84,100,Weekday,Wednesday,Medium_Load
2.77,4.64,0,51.26,100,Weekday,Wednesday,Light_Load
2.59,4.25,0,52.04,100,Weekday,Tuesday,Light_Load
2.88,4.25,0,56.1,100,Weekday,Tuesday,Light_Load
59.54,28.66,0,90.1,100,Weekday,Tuesday,Maximum_Load
34.88,14.83,1.22,92.03,99.94,Weekday,Friday,Medium_Load
67.61,38.05,0,87.15,100,Weekday,Thursday,Medium_Load
3.85,0,16.85,100,22.27,Weekend,Sunday,Light_Load
3.28,5.18,0,53.5,100,Weekday,Thursday,Light_Load
41.15,6.91,0.47,98.62,99.99,Weekday,Tuesday,Maximum_Load
4.61,5.22,0,66.2,100,Weekday,Tuesday,Light_Load
43.88,20.66,0,90.47,100,Weekend,Saturday,Maximum_Load
55.58,35.1,0,84.55,100,Weekday,Thursday,Maximum_Load
4,3.13,0.22,78.75,99.85,Weekend,Saturday,Light_Load
2.74,3.85,0,57.98,100,Weekday,Monday,Light_Load
3.02,4.57,0,55.13,100,Weekday,Thursday,Light_Load
59.4,44.71,0,79.9,100,Weekday,Monday,Maximum_Load
3.38,0.86,10.55,96.91,30.51,Weekday,Thursday,Medium_Load
2.99,0,16.99,100,17.33,Weekend,Sunday,Light_Load
4.61,4.39,0,72.42,100,Weekend,Saturday,Maximum_Load
39.2,1.66,0.04,99.91,100,Weekday,Wednesday,Maximum_Load
88.45,42.16,0,90.27,100,Weekend,Saturday,Light_Load
58.75,20.74,0,94.3,100,Weekday,Wednesday,Medium_Load
59.9,25.06,0,92.25,100,Weekday,Wednesday,Light_Load
67.46,36.43,0,87.99,100,Weekday,Friday,Maximum_Load
3.56,0,17.17,100,20.3,Weekend,Sunday,Light_Load
45.68,17.28,0,93.53,100,Weekday,Friday,Maximum_Load
3.2,4.57,0,57.36,100,Weekday,Wednesday,Light_Load
4.79,0,20.52,100,22.73,Weekend,Saturday,Maximum_Load
3.2,4.5,0,57.95,100,Weekday,Tuesday,Light_Load
3.78,7.74,0,43.88,100,Weekend,Saturday,Light_Load
2.95,0,14.36,100,20.12,Weekend,Sunday,Light_Load
4.07,0,9.04,100,41.05,Weekend,Saturday,Medium_Load
3.49,7.85,0,40.62,100,Weekday,Wednesday,Light_Load
3.42,0,17.17,100,19.53,Weekday,Wednesday,Light_Load
3.31,3.42,0,69.55,100,Weekday,Friday,Light_Load
3.49,0,14.22,100,23.84,Weekend,Saturday,Light_Load
84.71,14.15,1.01,98.63,99.99,Weekday,Friday,Maximum_Load
3.71,0,15.3,100,23.57,Weekend,Sunday,Light_Load
4.28,0,17.82,100,23.35,Weekday,Monday,Medium_Load
3.1,6.05,0,45.6,100,Weekday,Tuesday,Light_Load
58.75,55.84,0,72.48,100,Weekday,Wednesday,Light_Load
89.57,15.84,0,98.47,100,Weekend,Saturday,Maximum_Load
4.79,6.16,0,61.39,100,Weekend,Sunday,Light_Load
116.24,65.95,0,86.98,100,Weekday,Monday,Maximum_Load
3.82,0,18.22,100,20.52,Weekend,Saturday,Light_Load
2.77,5.72,0,43.58,100,Weekday,Friday,Light_Load
7.24,0,20.92,100,32.7,Weekday,Monday,Medium_Load
6.01,8.1,0,59.59,100,Weekend,Saturday,Light_Load
3.2,4.32,0,59.52,100,Weekend,Sunday,Light_Load
2.52,4.75,0,46.87,100,Weekend,Saturday,Light_Load
43.52,2.05,0.14,99.89,100,Weekday,Wednesday,Medium_Load
100.58,27.36,0,96.49,100,Weekday,Thursday,Light_Load
50.15,17.78,0,94.25,100,Weekday,Friday,Maximum_Load
3.02,0,11.41,100,25.59,Weekend,Sunday,Light_Load
3.24,0,17.21,100,18.5,Weekend,Saturday,Light_Load
41.54,16.38,0.79,93.03,99.98,Weekday,Thursday,Maximum_Load
5.29,0,26.42,100,19.63,Weekday,Tuesday,Medium_Load
52.78,37.44,0,81.56,100,Weekday,Wednesday,Maximum_Load
3.82,0,11.84,100,30.7,Weekend,Sunday,Medium_Load
2.74,4.97,0,48.28,100,Weekday,Wednesday,Light_Load
3.46,0,14.98,100,22.5,Weekend,Sunday,Light_Load
2.81,0,4.72,100,51.15,Weekday,Friday,Light_Load
4.82,0,7.78,100,52.67,Weekend,Sunday,Light_Load
5.22,0,25.78,100,19.85,Weekday,Wednesday,Medium_Load
3.56,4,0,66.48,100,Weekend,Saturday,Light_Load
2.99,3.53,0,64.63,100,Weekend,Saturday,Light_Load
3.38,0,16.96,100,19.54,Weekday,Friday,Light_Load
3.24,0,14.11,100,22.38,Weekend,Sunday,Light_Load
3.64,6.62,0,48.18,100,Weekday,Friday,Light_Load
40.57,8.28,0,97.98,100,Weekday,Thursday,Maximum_Load
2.95,4.9,0,51.58,100,Weekday,Wednesday,Light_Load
2.84,5.47,0,46.08,100,Weekday,Friday,Light_Load
3.74,5.51,0,56.16,100,Weekday,Tuesday,Light_Load
2.95,5.65,0,46.28,100,Weekend,Saturday,Light_Load
115.45,61.42,0,88.28,100,Weekday,Friday,Maximum_Load
2.99,3.71,0,62.75,100,Weekday,Thursday,Light_Load
81.43,34.56,0,92.05,100,Weekday,Thursday,Maximum_Load
56.74,33.44,0,86.15,100,Weekday,Thursday,Medium_Load
38.02,4.03,0.29,99.44,100,Weekday,Wednesday,Medium_Load
3.42,0,14.04,100,23.67,Weekend,Saturday,Light_Load
58.1,37.15,0,84.25,100,Weekday,Wednesday,Maximum_Load
32.29,30.46,0,72.74,100,Weekday,Wednesday,Light_Load
34.16,19.08,0,87.3,100,Weekend,Sunday,Maximum_Load
3.24,0,17.1,100,18.62,Weekday,Wednesday,Light_Load
98.96,34.02,0,94.57,100,Weekday,Wednesday,Medium_Load
3.06,3.1,0,70.25,100,Weekend,Sunday,Light_Load
2.66,5.08,0,46.39,100,Weekday,Thursday,Light_Load
3.06,0,4.72,100,54.4,Weekend,Saturday,Light_Load
3.42,6.16,0,48.54,100,Weekend,Saturday,Light_Load
5.33,0,27.65,100,18.93,Weekday,Thursday,Medium_Load
3.02,3.6,0,64.27,100,Weekday,Thursday,Light_Load
3.35,0,17.21,100,19.11,Weekend,Sunday,Light_Load
3.28,0,11.12,100,28.29,Weekend,Saturday,Medium_Load
2.92,5.29,0,48.33,100,Weekday,Friday,Light_Load
5.08,0,23.76,100,20.91,Weekday,Wednesday,Medium_Load
95.44,44.21,0,90.74,100,Weekday,Tuesday,Maximum_Load
26.57,0,12.78,100,90.12,Weekday,Friday,Maximum_Load
57.85,31.86,0,87.59,100,Weekday,Thursday,Medium_Load
4.1,0,22.1,100,18.24,Weekday,Monday,Light_Load
4.86,0,22.32,100,21.28,Weekday,Tuesday,Medium_Load
50.18,25.38,0,89.24,100,Weekday,Tuesday,Maximum_Load
34.27,4.07,1.94,99.3,99.84,Weekday,Friday,Maximum_Load
4.28,0,10.87,100,36.64,Weekend,Sunday,Medium_Load
60.62,27.47,0,91.08,100,Weekday,Monday,Maximum_Load
44.53,20.27,0,91.01,100,Weekday,Thursday,Medium_Load
2.81,5,0,48.99,100,Weekday,Friday,Light_Load
57.13,18.86,0,94.96,100,Weekday,Friday,Maximum_Load
4.79,5.08,0,68.6,100,Weekday,Friday,Light_Load
3.38,4.39,0,61.01,100,Weekend,Sunday,Light_Load
63.4,33.01,0,88.7,100,Weekday,Wednesday,Maximum_Load
69.52,36.97,0,88.29,100,Weekday,Thursday,Maximum_Load
2.95,0,12.2,100,23.5,Weekend,Sunday,Light_Load
3.42,0,13.97,100,23.78,Weekday,Tuesday,Light_Load
48.92,15.19,0,95.5,100,Weekend,Saturday,Maximum_Load
93.78,21.71,0.25,97.42,100,Weekend,Saturday,Medium_Load
5.54,6.7,0,63.72,100,Weekday,Tuesday,Light_Load
2.77,4.72,0,50.61,100,Weekday,Friday,Light_Load
8.78,0,26.53,100,31.42,Weekday,Monday,Medium_Load
59.62,32.94,0,87.53,100,Weekday,Friday,Maximum_Load
67.86,47.81,0,81.75,100,Weekday,Tuesday,Light_Load
3.6,4.21,0,64.99,100,Weekend,Sunday,Light_Load
3.82,4.36,0,65.9,100,Weekday,Tuesday,Light_Load
59.33,36.47,0,85.19,100,Weekday,Wednesday,Medium_Load
27.9,0,10.12,100,94.01,Weekend,Saturday,Medium_Load
3.67,4.64,0,62.04,100,Weekday,Friday,Light_Load
3.06,0,17.35,100,17.37,Weekend,Sunday,Light_Load
3.56,3.67,0,69.63,100,Weekday,Friday,Light_Load
51.41,14.54,0.07,96.23,100,Weekday,Wednesday,Medium_Load
2.74,4.86,0,49.11,100,Weekday,Monday,Light_Load
3.56,5.58,0,53.79,100,Weekday,Tuesday,Light_Load
4.07,4.18,0,69.76,100,Weekday,Wednesday,Light_Load
2.95,0,14.47,100,19.98,Weekend,Sunday,Light_Load
2.74,4.86,0,49.11,100,Weekday,Thursday,Light_Load
118.76,65.56,0,87.55,100,Weekday,Friday,Maximum_Load
30.67,3.78,2.84,99.25,99.57,Weekday,Tuesday,Medium_Load
42.8,7.06,0,98.67,100,Weekday,Friday,Medium_Load
57.78,31.82,0,87.6,100,Weekday,Tuesday,Maximum_Load
72.4,37.94,0,88.58,100,Weekday,Wednesday,Maximum_Load
4.43,0,19.58,100,22.07,Weekend,Saturday,Light_Load
6.08,0,25.56,100,23.14,Weekday,Thursday,Medium_Load
3.1,0,16.56,100,18.4,Weekend,Sunday,Light_Load
106.7,46.26,0,91.75,100,Weekday,Tuesday,Maximum_Load
3.17,3.85,0,63.56,100,Weekday,Tuesday,Light_Load
5.51,0,18.4,100,28.69,Weekend,Saturday,Light_Load
48.13,35.1,0,80.8,100,Weekday,Wednesday,Light_Load
61.81,33.84,0,87.71,100,Weekday,Monday,Maximum_Load
4.14,3.46,0.07,76.73,99.99,Weekend,Saturday,Light_Load
2.77,0,13.61,100,19.94,Weekday,Wednesday,Light_Load
42.3,0.54,1.15,99.99,99.96,Weekday,Tuesday,Medium_Load
3.67,0,17.32,100,20.73,Weekday,Monday,Medium_Load
3.71,0,18,100,20.19,Weekday,Monday,Light_Load
56.16,11.52,0,97.96,100,Weekday,Wednesday,Maximum_Load
3.71,0,24.91,100,14.73,Weekend,Saturday,Medium_Load
45.4,10.98,0.07,97.2,100,Weekday,Wednesday,Maximum_Load
3.06,5.22,0,50.57,100,Weekend,Saturday,Light_Load
2.95,5.22,0,49.2,100,Weekday,Thursday,Light_Load
32.29,24.19,0,80.03,100,Weekday,Thursday,Light_Load
3.64,5.87,0.14,52.7,99.93,Weekday,Monday,Medium_Load
3.56,3.71,0,69.24,100,Weekday,Tuesday,Light_Load
3.46,4.93,0,57.45,100,Weekday,Monday,Light_Load
2.74,4.75,0,49.97,100,Weekend,Sunday,Light_Load
3.1,4.1,0,60.31,100,Weekday,Thursday,Light_Load
3.78,0,25.52,100,14.65,Weekday,Monday,Medium_Load
86.4,30.24,0,94.39,100,Weekday,Friday,Medium_Load
3.13,4.43,0,57.7,100,Weekday,Wednesday,Light_Load
4.68,0,22.25,100,20.58,Weekend,Sunday,Light_Load
11.38,0.18,11.92,99.99,69.05,Weekday,Wednesday,Medium_Load
3.6,0,21.02,100,16.88,Weekday,Wednesday,Maximum_Load
2.56,4.9,0,46.31,100,Weekday,Thursday,Light_Load
3.64,2.63,0.07,81.06,99.98,Weekday,Monday,Light_Load
3.17,6.01,0,46.65,100,Weekday,Tuesday,Light_Load
2.81,5.76,0,43.85,100,Weekend,Saturday,Light_Load
62.21,28.98,0,90.65,100,Weekday,Wednesday,Maximum_Load
38.88,11.63,1.04,95.81,99.96,Weekday,Thursday,Maximum_Load
3.28,3.92,0,64.17,100,Weekend,Sunday,Light_Load
4.28,0,16.34,100,25.34,Weekend,Sunday,Light_Load
2.95,5.22,0,49.2,100,Weekday,Monday,Light_Load
39.56,29.56,0,80.11,100,Weekday,Friday,Light_Load
2.95,0,13.97,100,20.66,Weekend,Sunday,Light_Load
59.26,41.58,0,81.86,100,Weekday,Tuesday,Maximum_Load
98.78,33.26,0,94.77,100,Weekday,Friday,Medium_Load
52.92,23.69,0,91.27,100,Weekday,Wednesday,Maximum_Load
3.74,0,18.68,100,19.63,Weekend,Sunday,Light_Load
40.39,2.81,0.58,99.76,99.99,Weekday,Thursday,Medium_Load
2.77,3.71,0,59.83,100,Weekend,Saturday,Light_Load
95.65,37.55,0,93.08,100,Weekday,Wednesday,Medium_Load
3.42,2.23,0.14,83.77,99.92,Weekday,Tuesday,Light_Load
36.47,26.86,0,80.52,100,Weekday,Friday,Light_Load
116.28,51.62,0,91.4,100,Weekday,Friday,Maximum_Load
5.98,5.87,0,71.36,100,Weekday,Wednesday,Light_Load
4.07,5.69,0,58.18,100,Weekday,Wednesday,Light_Load
3.13,4.43,0,57.7,100,Weekday,Wednesday,Light_Load
88.88,25.81,0.14,96.03,100,Weekend,Saturday,Maximum_Load
91.33,34.27,0,93.63,100,Weekday,Friday,Medium_Load
3.13,0,16.6,100,18.53,Weekend,Sunday,Light_Load
69.62,23.58,0.29,94.71,100,Weekday,Friday,Medium_Load
36,6.34,0,98.48,100,Weekend,Sunday,Maximum_Load
91.55,24.62,0,96.57,100,Weekend,Saturday,Medium_Load
4.75,0,20.27,100,22.82,Weekend,Sunday,Light_Load
128.05,96.91,0,79.74,100,Weekday,Thursday,Light_Load
2.88,0,4.36,100,55.12,Weekend,Sunday,Light_Load
35.39,2.77,0.11,99.7,100,Weekend,Sunday,Maximum_Load
3.92,0,17.14,100,22.29,Weekday,Thursday,Medium_Load
78.7,54.68,0,82.12,100,Weekday,Thursday,Medium_Load
59.29,45.61,0,79.26,100,Weekday,Wednesday,Maximum_Load
106.7,37.51,0,94.34,100,Weekday,Thursday,Medium_Load
4.14,3.2,0.22,79.12,99.86,Weekend,Sunday,Light_Load
34.02,4.97,0.29,98.95,100,Weekend,Sunday,Medium_Load
3.06,5.22,0,50.57,100,Weekend,Sunday,Light_Load
6.84,4.46,0,83.77,100,Weekday,Monday,Light_Load
2.95,5.8,0,45.34,100,Weekday,Friday,Light_Load
73.51,39.38,0,88.15,100,Weekday,Wednesday,Maximum_Load
3.02,5.11,0,50.88,100,Weekday,Tuesday,Light_Load
64.76,30.64,0,90.39,100,Weekday,Friday,Medium_Load
67.86,35.89,0,88.4,100,Weekday,Friday,Light_Load
4.97,0,26.17,100,18.66,Weekend,Sunday,Light_Load
3.82,4.25,0,66.85,100,Weekday,Tuesday,Light_Load
3.17,3.64,0,65.67,100,Weekday,Monday,Light_Load
62.39,24.3,0,93.18,100,Weekday,Tuesday,Medium_Load
6.26,0,22.46,100,26.85,Weekend,Sunday,Maximum_Load
3.02,4.5,0,55.73,100,Weekend,Sunday,Light_Load
2.77,3.78,0,59.11,100,Weekday,Monday,Light_Load
105.95,50.22,0,90.36,100,Weekday,Tuesday,Maximum_Load
4.97,8.68,0,49.69,100,Weekday,Monday,Maximum_Load
102.82,30.46,0,95.88,100,Weekday,Thursday,Medium_Load
93.85,64.73,0,82.32,100,Weekday,Wednesday,Light_Load
3.1,0,16.81,100,18.14,Weekend,Sunday,Light_Load
64.8,33.3,0,88.94,100,Weekday,Wednesday,Medium_Load
5.54,0,21.1,100,25.4,Weekday,Friday,Maximum_Load
5.44,0,24.66,100,21.54,Weekday,Thursday,Medium_Load
3.85,5.47,0,57.56,100,Weekday,Friday,Light_Load
91.69,14.98,0,98.69,100,Weekday,Friday,Maximum_Load
34.85,25.74,0,80.44,100,Weekday,Wednesday,Maximum_Load
2.88,4,0,58.43,100,Weekday,Tuesday,Light_Load
2.84,5.18,0,48.07,100,Weekend,Sunday,Light_Load
96.01,31.32,0,95.07,100,Weekend,Saturday,Maximum_Load
2.92,0,11.27,100,25.08,Weekend,Sunday,Light_Load
3.56,0,17.68,100,19.74,Weekend,Sunday,Light_Load
123.3,51.34,0,92.32,100,Weekday,Thursday,Maximum_Load
100.26,33.44,0,94.86,100,Weekday,Friday,Medium_Load
4.03,2.99,0.58,80.31,98.98,Weekday,Wednesday,Maximum_Load
6.3,4.57,0,80.95,100,Weekday,Tuesday,Light_Load
2.81,4.64,0,51.8,100,Weekend,Saturday,Medium_Load
68.54,9.36,0.83,99.08,99.99,Weekday,Tuesday,Medium_Load
4.36,0,16.96,100,24.9,Weekday,Wednesday,Medium_Load
3.35,5.51,0,51.95,100,Weekday,Tuesday,Light_Load
2.74,4.72,0,50.2,100,Weekday,Tuesday,Light_Load
2.59,3.92,0.47,55.13,98.39,Weekday,Thursday,Light_Load
29.16,0,6.19,100,97.82,Weekday,Tuesday,Medium_Load
3.42,4.72,0,58.67,100,Weekday,Wednesday,Medium_Load
3.13,2.74,0,75.24,100,Weekend,Saturday,Light_Load
6.01,5.04,0,76.62,100,Weekend,Saturday,Light_Load
114.8,40.25,0,94.37,100,Weekday,Tuesday,Maximum_Load
3.35,2.48,0,80.37,100,Weekday,Monday,Light_Load
5.47,5.51,0,70.45,100,Weekday,Wednesday,Light_Load
91.73,40.5,0,91.48,100,Weekday,Monday,Medium_Load
58.97,21.24,0,94.08,100,Weekday,Tuesday,Maximum_Load
4.07,3.28,0,77.86,100,Weekend,Sunday,Light_Load
40.43,14.33,0,94.25,100,Weekday,Monday,Maximum_Load
3.85,0,18.47,100,20.41,Weekend,Saturday,Light_Load
80.82,35.89,0,91.39,100,Weekday,Friday,Maximum_Load
3.02,3.6,0,64.27,100,Weekday,Monday,Light_Load
2.77,0,12.06,100,22.39,Weekday,Tuesday,Light_Load
95.08,40.14,0,92.13,100,Weekday,Wednesday,Maximum_Load
3.06,0,16.31,100,18.44,Weekend,Sunday,Light_Load
2.95,5.51,0,47.2,100,Weekend,Saturday,Medium_Load
62.06,29.52,0,90.3,100,Weekday,Friday,Maximum_Load
95.08,35.39,0,93.72,100,Weekday,Tuesday,Maximum_Load
88.63,48.24,0,87.83,100,Weekday,Monday,Medium_Load
6.19,5.69,0,73.62,100,Weekday,Thursday,Light_Load
3.2,6.08,0,46.57,100,Weekday,Wednesday,Light_Load
55.19,22,0.32,92.89,100,Weekday,Thursday,Medium_Load
2.95,4.61,0,53.9,100,Weekend,Sunday,Light_Load
3.02,3.78,0,62.42,100,Weekday,Monday,Light_Load
119.34,50.4,0,92.12,100,Weekday,Monday,Maximum_Load
2.88,3.71,0,61.32,100,Weekday,Tuesday,Light_Load
3.2,4.39,0,58.9,100,Weekday,Friday,Light_Load
3.1,4.36,0,57.95,100,Weekday,Monday,Light_Load
61.09,20.81,0,94.66,100,Weekday,Monday,Maximum_Load
4.03,4,0,70.97,100,Weekday,Thursday,Light_Load
4.61,5.54,0,63.96,100,Weekday,Tuesday,Light_Load
2.99,0,17.42,100,16.92,Weekend,Saturday,Light_Load
2.95,5.51,0,47.2,100,Weekday,Thursday,Light_Load
28.94,0,7.56,100,96.75,Weekday,Friday,Medium_Load
3.02,0,17.32,100,17.18,Weekend,Saturday,Light_Load
3.06,3.53,0,65.5,100,Weekday,Monday,Light_Load
4.43,0,18,100,23.9,Weekend,Saturday,Medium_Load
4.82,2.81,0,86.39,100,Weekday,Friday,Light_Load
67.07,29.95,0,91.31,100,Weekday,Thursday,Maximum_Load
3.89,3.06,0,78.6,100,Weekday,Monday,Light_Load
73.66,30.56,0,92.37,100,Weekday,Wednesday,Medium_Load
29.05,14.08,0,89.99,100,Weekday,Friday,Medium_Load
4.57,0,19.19,100,23.17,Weekend,Sunday,Medium_Load
47.45,25.49,0,88.09,100,Weekday,Thursday,Medium_Load
36.54,24.84,0,82.7,100,Weekend,Saturday,Light_Load
4.72,5.29,0,66.58,100,Weekday,Tuesday,Light_Load
2.77,5.47,0,45.18,100,Weekday,Friday,Light_Load
34.45,30.38,0,75,100,Weekend,Saturday,Light_Load
3.6,0,17.35,100,20.32,Weekday,Wednesday,Medium_Load
35.96,3.89,0.25,99.42,100,Weekday,Wednesday,Medium_Load
2.95,4.14,0,58.03,100,Weekday,Tuesday,Light_Load
2.74,5,0,48.06,100,Weekend,Sunday,Light_Load
3.28,5.69,0,49.94,100,Weekend,Saturday,Light_Load
65.77,32.08,0,89.88,100,Weekday,Monday,Maximum_Load
2.74,3.13,0,65.87,100,Weekend,Sunday,Light_Load
2.92,3.02,0,69.51,100,Weekend,Sunday,Light_Load
2.77,4.97,0,48.68,100,Weekend,Sunday,Light_Load
2.95,4.46,0,55.17,100,Weekend,Sunday,Light_Load
2.48,4.9,0,45.16,100,Weekend,Sunday,Light_Load
36.79,11.38,0.14,95.53,100,Weekday,Thursday,Light_Load
5.26,0,24.37,100,21.1,Weekday,Wednesday,Medium_Load
35.96,3.35,0.04,99.57,100,Weekday,Monday,Medium_Load
29.23,1.44,2.92,99.88,99.5,Weekday,Thursday,Medium_Load
29.88,7.45,0,97.03,100,Weekday,Tuesday,Medium_Load
96.19,49.68,0,88.85,100,Weekday,Friday,Medium_Load
3.1,5.51,0,49.03,100,Weekday,Tuesday,Light_Load
36.61,7.49,1.22,97.97,99.94,Weekday,Monday,Maximum_Load
2.77,5.18,0,47.16,100,Weekend,Sunday,Light_Load
60.01,23.22,0,93.26,100,Weekday,Thursday,Maximum_Load
50.69,13.9,0,96.44,100,Weekday,Tuesday,Maximum_Load
5.58,2.74,0.25,89.76,99.9,Weekday,Monday,Light_Load
4.9,5.65,0,65.52,100,Weekend,Saturday,Maximum_Load
64.15,37.94,0.4,86.07,100,Weekday,Tuesday,Medium_Load
2.92,4.46,0,54.78,100,Weekday,Monday,Light_Load
52.38,29.34,0,87.25,100,Weekday,Friday,Maximum_Load
3.31,0,14.83,100,21.78,Weekend,Saturday,Medium_Load
117.29,48.02,0,92.54,100,Weekday,Friday,Medium_Load
61.74,30.89,0,89.43,100,Weekday,Thursday,Medium_Load
2.81,0,5.33,100,46.64,Weekend,Saturday,Light_Load
33.73,23.18,0,82.41,100,Weekend,Sunday,Light_Load
45.94,17.57,0,93.4,100,Weekday,Tuesday,Medium_Load
3.46,6.3,0,48.14,100,Weekday,Monday,Light_Load
5.26,2.41,0.07,90.91,99.99,Weekday,Thursday,Light_Load
2.63,4.93,0,47.07,100,Weekday,Monday,Light_Load
4.21,0,18.9,100,21.74,Weekday,Tuesday,Medium_Load
6.84,4.64,0,82.76,100,Weekday,Tuesday,Light_Load
3.67,3.38,0,73.56,100,Weekend,Sunday,Light_Load
2.92,0,11.59,100,24.43,Weekend,Sunday,Light_Load
2.95,6.26,0,42.63,100,Weekend,Sunday,Light_Load
5.22,5.58,0,68.32,100,Weekday,Thursday,Light_Load
5.8,4.75,0,77.37,100,Weekday,Tuesday,Light_Load
4.39,6.41,0,56.51,100,Weekday,Wednesday,Light_Load
2.77,5.33,0,46.11,100,Weekday,Wednesday,Medium_Load
6.23,0,26.96,100,22.51,Weekday,Wednesday,Medium_Load
19.37,17.21,0,74.76,100,Weekday,Tuesday,Light_Load
153.14,70.45,0,90.85,100,Weekday,Monday,Medium_Load
4.82,0,19.84,100,23.61,Weekday,Friday,Medium_Load
6.44,0,25.56,100,24.43,Weekend,Saturday,Maximum_Load
